id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
777_all_features_Matched_for_GNPS_msLevel2retentionTime348.98502scanNum808	C16H4N4O4	[M - H]-	C16H4N4O4	Alkaloids	0.668389976	Tyrosine alkaloids	0.262751967	Aporphine alkaloids	0.472345889	Diazanaphthalenes	0.505731583					Diazanaphthalenes	0.505731583	Organoheterocyclic compounds	0.984762669	Organic compounds; Organoheterocyclic compounds; Furans; Pyridines and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Chemical entities	FT0332
991_all_features_Matched_for_GNPS_msLevel2retentionTime348.93702scanNum102	C15H8O8	[M - H]-	C15H8O8	Shikimates and Phenylpropanoids	0.893419027	Phenolic acids (C6-C1)	0.607445538	Gallotannins	0.744319737	Hydrolyzable tannins	0.913655639			Hydrolyzable tannins	0.913655639	Tannins	0.939477086	Phenylpropanoids and polyketides	0.99229902	"Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Coumarins and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Hydrolyzable tannins; Isocoumarins and derivatives; Polyols; Phenol ethers; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	FT0332
174_all_features_Matched_for_GNPS_msLevel2retentionTime354.411scanNum178	C6H11N3O12	[M - H]-	C6H11N3O12	Carbohydrates	0.688447118	Aminosugars and aminoglycosides	0.51279664	Aminosugars	0.456051111	Aminosaccharides	0.500068307	Aminosaccharides	0.500068307	Carbohydrates and carbohydrate conjugates	0.833973885	Organooxygen compounds	0.997517347	Organic oxygen compounds	0.999675155	"Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Monosaccharides; Secondary alcohols; Polyols; Amines; Alkanolamines; Aminosaccharides; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0335
742_all_features_Matched_for_GNPS_msLevel2retentionTime353.96304scanNum772	C15H9O8	[M - H]-	C15H9O8	Shikimates and Phenylpropanoids	0.965086281	Flavonoids	0.971319437	Flavonols	0.987846792	Flavonols	0.931218922	Flavonols	0.931218922	Flavones	0.998169661	Flavonoids	0.996887624	Phenylpropanoids and polyketides	0.998730361	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Flavonols; Benzenetriols and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0335
1042_all_features_Matched_for_GNPS_msLevel2retentionTime355.67502scanNum108	C15H9O8	[M - H]-	C15H9O8	Shikimates and Phenylpropanoids	0.955450714	Flavonoids	0.967284679	Flavonols	0.981568277	Flavonols	0.914358377	Flavonols	0.914358377	Flavones	0.997511506	Flavonoids	0.996484995	Phenylpropanoids and polyketides	0.997928619	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Flavonols; Benzenetriols and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0335
1236_all_features_Matched_for_GNPS_msLevel2retentionTime361.36398scanNum127	C15H9O8	[M - H]-	C15H9O8	Shikimates and Phenylpropanoids	0.97781688	Flavonoids	0.982114136	Flavonols	0.992423296	Flavonols	0.898187935	Flavonols	0.898187935	Flavones	0.99918431	Flavonoids	0.998641312	Phenylpropanoids and polyketides	0.99959904	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Flavonols; Benzenetriols and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0335
139_all_features_Matched_for_GNPS_msLevel2retentionTime358.33902scanNum143	C4H7N4O3PS4	[M - H]-	C4H7N4O3PS4	Amino acids and Peptides	0.605766058	Small peptides	0.689909697	Aminoacids	0.677306831	Organothiophosphorus compounds	0.557958066					Organothiophosphorus compounds	0.557958066	Organophosphorus compounds	0.298222393	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organothiophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0336
1160_all_features_Matched_for_GNPS_msLevel2retentionTime396.53904scanNum119	C18H24O5	[M - H]-	C18H24O5	Polyketides	0.816976428	Macrolides	0.92649436	Zearalenones	0.990227342	Zearalenones	0.768598735			Zearalenones	0.768598735	Macrolides and analogues	0.946999729	Phenylpropanoids and polyketides	0.824996591	Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Alcohols and polyols; Phenols; Macrolides and analogues; Benzoic acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Secondary alcohols; Zearalenones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0337
915_all_features_Matched_for_GNPS_msLevel2retentionTime336.05796scanNum951	C17H12O7	[M - H]-	C17H12O7	Shikimates and Phenylpropanoids	0.907555223	Flavonoids	0.770208418	Flavones	0.634351373	Flavonols	0.560988069	Flavonols	0.560988069	Flavones	0.920743048	Flavonoids	0.92804867	Phenylpropanoids and polyketides	0.986413777	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0352
135_all_features_Matched_for_GNPS_msLevel2retentionTime459.342scanNum138	C12H4N6O6	[M - H]-	C12H4N6O6	Alkaloids	0.734786093	Pseudoalkaloids	0.538183212	pteridine alkaloids	0.272084177	Anisoles	0.628263593			Anisoles	0.628263593	Phenol ethers	0.661057115	Benzenoids	0.889046967	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Diazines; Organic oxoazanium compounds; Phenol ethers; Benzenoids; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	FT0355
1135_all_features_Matched_for_GNPS_msLevel2retentionTime453.54scanNum1174	C16H8O8	[M - H]-	C16H8O8	Shikimates and Phenylpropanoids	0.863008797	Isoflavonoids	0.441822499	Coumestan	0.603584766	Hydrolyzable tannins	0.78839165			Hydrolyzable tannins	0.78839165	Tannins	0.848349273	Phenylpropanoids and polyketides	0.979218245	"Organic compounds; Organoheterocyclic compounds; Lactones; Furans; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Coumarins and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Benzofurans; Organooxygen compounds; Coumestans; Pyranones and derivatives; Hydrolyzable tannins; Furopyrans; Isocoumarins and derivatives; Polyols; Phenol ethers; Benzenoids; Isoflavonoids; 7,8-dihydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	FT0355
411_all_features_Matched_for_GNPS_msLevel2retentionTime576.46998scanNum424	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.84582001	Octadecanoids	0.907961488	Other Octadecanoids	0.955670953	Lineolic acids and derivatives	0.748237073			Lineolic acids and derivatives	0.748237073	Fatty Acyls	0.991193831	Lipids and lipid-like molecules	0.987448275	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
416_all_features_Matched_for_GNPS_msLevel2retentionTime576.429scanNum429	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.91075629	Octadecanoids	0.897820711	Other Octadecanoids	0.92866534	Thromboxanes	0.625384927	Thromboxanes	0.625384927	Eicosanoids	0.212872609	Fatty Acyls	0.998954654	Lipids and lipid-like molecules	0.998680532	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Thromboxanes; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Long-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
445_all_features_Matched_for_GNPS_msLevel2retentionTime573.774scanNum458	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.85140413	Octadecanoids	0.958932161	Other Octadecanoids	0.980547786	Lineolic acids and derivatives	0.783716917			Lineolic acids and derivatives	0.783716917	Fatty Acyls	0.992497087	Lipids and lipid-like molecules	0.990457892	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
765_all_features_Matched_for_GNPS_msLevel2retentionTime575.28996scanNum795	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.887177169	Octadecanoids	0.959013164	Other Octadecanoids	0.987999737	Lineolic acids and derivatives	0.871011913			Lineolic acids and derivatives	0.871011913	Fatty Acyls	0.998000562	Lipids and lipid-like molecules	0.997707129	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
895_all_features_Matched_for_GNPS_msLevel2retentionTime573.972scanNum931	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.874173284	Octadecanoids	0.96937412	Other Octadecanoids	0.990210414	Lineolic acids and derivatives	0.830553293			Lineolic acids and derivatives	0.830553293	Fatty Acyls	0.996735632	Lipids and lipid-like molecules	0.995676458	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
1013_all_features_Matched_for_GNPS_msLevel2retentionTime573.759scanNum1051	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.672918975	Octadecanoids	0.496403158	Phytofurans	0.223913342	Long-chain fatty acids	0.689706504	Long-chain fatty acids	0.689706504	Fatty acids and conjugates	0.895927608	Fatty Acyls	0.909976184	Lipids and lipid-like molecules	0.879523635	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
1081_all_features_Matched_for_GNPS_msLevel2retentionTime575.157scanNum1119	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.884839833	Octadecanoids	0.941078305	Other Octadecanoids	0.979307592	Lineolic acids and derivatives	0.759238243			Lineolic acids and derivatives	0.759238243	Fatty Acyls	0.997140527	Lipids and lipid-like molecules	0.996436596	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
1115_all_features_Matched_for_GNPS_msLevel2retentionTime574.404scanNum1154	C18H32O5	[M - H]-	C18H32O5	Fatty acids	0.858783901	Octadecanoids	0.891865134	Other Octadecanoids	0.957120299	Lineolic acids and derivatives	0.688133657			Lineolic acids and derivatives	0.688133657	Fatty Acyls	0.99340713	Lipids and lipid-like molecules	0.987374902	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0359
1161_all_features_Matched_for_GNPS_msLevel2retentionTime575.23698scanNum120	C19H28N4O	[M - H]-	C19H28N4O	Alkaloids	0.74667877	Tryptophan alkaloids	0.533049941	Ergot alkaloids	0.465756714	Quinolines and derivatives	0.559823036					Quinolines and derivatives	0.559823036	Organoheterocyclic compounds	0.992265344	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Quinolines and derivatives; Carbonyl compounds; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0359
